title,description,source,date
Carney says he's not spoken to Trump since trade talks scuttled — but door remains open,"Mark Carney and U.S. President Donald Trump have not spoken since trade talks were cancelled last week, the prime minister confirmed Monday. And it doesn't appe...",cbc.ca,2025-10-27T13:36:47.000000Z
Carney pitches Canada as 'reliable' to ASEAN as Trump threatens more tariffs,Prime Minister Mark Carney addressed South Asian leaders on Sunday about the importance of “reliable partners who honour their commitments.”,cbc.ca,2025-10-26T09:00:00.000000Z
Shadow of Trump's trade war follows Carney to Malaysia,The prime minister is due to arrive in Malaysia for the summit of southeast Asian nations — looking to advance free trade talks there after the recent scuttli...,cbc.ca,2025-10-25T09:00:00.000000Z
"As a leader in finance, Mark Carney said climate action was critical. Where is that urgency now?","Mark Carney spent a decade as one of the most credible voices on climate action and the economy. Now as prime minister, he is scrapping emissions reductions pol...",cbc.ca,2025-10-25T05:00:00.000000Z
Michael Kovrig warns of China’s ‘diplomatic wrapping paper’ as Carney pursues deeper ties,"As Prime Minister Mark Carney aims to meet with Chinese President Xi Jinping amid a U.S. trade war, a former Canadian diplomat who spent more than a thousand da...",cbc.ca,2025-10-24T23:04:14.000000Z
Carney says Canada prepared to continue trade discussions with U.S. after Trump calls them off,,cbc.ca,2025-10-24T13:13:55.000000Z
"Carney faced with balancing relations with China, U.S. as he departs for summits","Prime Minister Mark Carney is expected to walk an international tightrope over the next week as he departs Friday for a set of Indo-Pacific Summit meetings, one...",cbc.ca,2025-10-24T09:00:00.000000Z
"Ottawa hoping for a Carney-Xi meeting in Asia next week, says official",A senior Canadian government official told reporters Thursday that it's hoped Prime Minister Mark Carney will meet Chinese President Xi Jinping on the sideline...,cbc.ca,2025-10-23T19:40:04.000000Z
Carney government gets tougher on crime with proposed bail regime changes,The federal Liberal government announced Thursday changes to the justice system that are intended to keep some offenders locked up for longer as Ottawa tries an...,cbc.ca,2025-10-23T17:17:49.000000Z
Poilievre reacts to Carney's pre-budget speech,"Conservative Leader Pierre Poilievre holds a news conference in Ottawa to respond to Prime Minister Mark Carney's pre-budget speech, in which Carney said Canadi...",cbc.ca,2025-10-23T16:30:00.000000Z
"Feds, province to spend $3B on mini nuclear power plant in Bowmanville, Ont.",Premier Doug Ford and Prime Minister Mark Carney are announcing the new spending at a news conference being carried live by CBC News Thursday morning. Construct...,cbc.ca,2025-10-23T15:28:38.000000Z
Carney meets with opposition leaders ahead of budget address,Prime Minister Mark Carney is meeting with leaders of the opposition parties ahead of a speech to university students in which he's expected to discuss his gove...,cbc.ca,2025-10-22T17:45:32.000000Z
Prime Minister Mark Carney takes in K-W Oktoberfest,Prime Minister Mark Carney made a stop in Breslau on Friday to tap a keg during the last weekend of Kitchener-Waterloo Oktoberfest events.,cbc.ca,2025-10-17T21:35:09.000000Z
"Carney heading to Asia for 9-day trip to work on trade, defence partnerships","Prime Minister Mark Carney will travel to Malaysia, Singapore and South Korea over nine days at the end of the month to attend two multinational summits.",cbc.ca,2025-10-17T20:24:09.000000Z
"Carney says legislation to toughen sentences, make bail harder to get coming next week",Prime Minister Mark Carney says his government will introduce legislation next week to crack down on crime by introducing harsher sentencing and making bail muc...,cbc.ca,2025-10-16T17:44:32.000000Z
'It's time to talk': Carney rules out hitting the U.S. with retaliatory tariffs,"Prime Minister Mark Carney said Thursday his government is not considering hitting American goods with more retaliatory tariffs even as the trade war rages on, ...",cbc.ca,2025-10-16T17:35:05.000000Z
"Stellantis looking for new model to fill Brampton plant, says Carney","Prime Minister Mark Carney says he spoke with the global head of Stellantis on Tuesday and received assurances there are options for its Brampton, Ont., plant, ...",cbc.ca,2025-10-16T17:20:28.000000Z
Prime Minister announces measures to combat crime,Prime Minister Mark Carney is announcing new measures to reduce crime and improve community safety.,cbc.ca,2025-10-16T16:00:00.000000Z
"Trump’s delay at peace summit sparked rare, candid conversation among other leaders on postwar Gaza","U.S. President Donald Trump’s late arrival at the summit he convened in Egypt this week gave his fellow leaders, including Prime Minister Mark Carney,  a chan...",cbc.ca,2025-10-15T18:02:40.000000Z
Trump calls Carney ‘Mr. President’ at peace summit,"During his speech at the Gaza peace summit in Egypt, U.S. President Donald Trump referred to Prime Minister Mark Carney as “president.” Carney attended the ...",cbc.ca,2025-10-13T21:03:18.000000Z
"Trump, mediators sign Gaza peace deal as world leaders including Carney attend Egypt summit",,cbc.ca,2025-10-13T10:35:06.000000Z
"Trump in Egypt for Gaza peace summit with world leaders, including Carney",,cbc.ca,2025-10-13T10:35:06.000000Z
Carney to attend Gaza peace summit in Egypt on Monday: Prime Minister's Office,"Prime Minister Mark Carney will be flying out tonight to head to Egypt to attend the signing of a Middle East peace plan aimed at ending the war in Gaza, accord...",cbc.ca,2025-10-12T20:54:18.000000Z
"Will AI make or break Canada? Innovators, researchers call for more guardrails","As the Carney government promotes artificial intelligence as part of its bid to grow the Canadian economy, some inventors who use the technology and experts who...",cbc.ca,2025-10-11T09:00:00.000000Z
Carney says renegotiating CUSMA likely won't resolve all trade issues with U.S.,"Prime Minister Mark Carney says it's clear the U.S. will keep targeting certain sectors with tariffs, even after the renegotiation of the Canada-U.S.-Mexico Agr...",cbc.ca,2025-10-10T16:44:36.000000Z
"Carney announces long-awaited automatic tax filing, makes school food program permanent",Prime Minister Mark Carney announced Friday that his government will begin rolling out an automatic tax filing system for low-income Canadians and will make the...,cbc.ca,2025-10-10T14:00:25.000000Z
Carney makes pre-budget announcement in Ottawa,Prime Minister Mark Carney and Finance Minister François-Philippe Champagne make an affordability announcement and take questions from journalists in suburban ...,cbc.ca,2025-10-10T14:00:00.000000Z
"'It is a day for optimism,' Carney says as Israel, Hamas edge closer to ending war","Prime Minister Mark Carney said Thursday ""it is a day for optimism"" as Israel and Hamas agreed to the terms of a U.S.-brokered plan for peace in Gaza, paving th...",cbc.ca,2025-10-09T15:38:23.000000Z
"Carney speaks far less French than English in speeches, analysis shows",A comprehensive analysis by Radio-Canada reveals that less than one-fifth of the content of the prime minister's speeches since he was elected has been in Frenc...,cbc.ca,2025-10-09T09:00:00.000000Z
"Carney says he’s spoken with Tony Blair, Jared Kushner about Israel, Gaza",Prime Minister Mark Carney said Wednesday that he’s recently been in touch with two key players in U.S. President Donald Trump’s proposed peace plan for Isr...,cbc.ca,2025-10-09T00:03:56.000000Z
Danielle Smith says Prime Minister Carney speaking Trump's 'love language',Alberta Premier Danielle Smith is lauding Prime Minister Mark Carney's ability to speak the language of U.S. President Donald Trump. Smith said Trump prefers to...,cbc.ca,2025-10-08T23:04:20.000000Z
"'We will get an even better deal,' Carney says after Oval Office meeting with Trump","Prime Minister Mark Carney said Wednesday Canadian and American officials are currently ""negotiating terms"" of a deal on tariffs a day after he met with the U.S...",cbc.ca,2025-10-08T20:00:32.000000Z
Carney raised Keystone XL pipeline revival in meeting with Trump,Relief for Canada from U.S. tariffs on steel and aluminum may come thanks to renewed interest in a pipeline project first proposed more than 15 years ago.,cbc.ca,2025-10-08T09:00:33.000000Z
5 premiers urge Carney to withdraw court submission on notwithstanding clause,"Five premiers say Ottawa must withdraw its recent call for limits on the notwithstanding clause because it amounts to a ""complete disavowal"" of the bargain that...",cbc.ca,2025-10-07T22:51:35.000000Z
"Carney, Trump meet in Washington for second time amid hopes for tariff relief",,cbc.ca,2025-10-07T15:01:04.000000Z
"Carney leaves White House after Trump offers compliments, says Canada and U.S. have 'natural conflicts'",,cbc.ca,2025-10-07T15:01:04.000000Z
"Trump calls Carney 'world-class leader,' says no trade deal yet because 'I want to be great, too’",,cbc.ca,2025-10-07T15:01:04.000000Z
Carney arrives at White House for second Washington meeting with Trump,,cbc.ca,2025-10-07T15:01:04.000000Z
"Trump calls Carney 'world-class leader,' says no trade deal yet because 'I want to be great, too’",,cbc.ca,2025-10-07T15:01:04.000000Z
"Carney says U.S., Canada stronger together, Trump vows to work on 'natural conflicts'",,cbc.ca,2025-10-07T15:01:04.000000Z
Carney to meet with Trump Tuesday as Canada pushes for tariff relief,Prime Minister Mark Carney will sit down with his U.S. counterpart at the White House Tuesday for their second Oval Office meeting in less than six months as th...,cbc.ca,2025-10-07T09:00:00.000000Z
Pressure is building on Donald Trump as tariffs bite deeper into American manufacturing,"Prime Minister Mark Carney is headed to Washington, under enormous pressure to make a deal. But as the trade war eats into American corporate profits and more i...",cbc.ca,2025-10-07T09:00:00.000000Z
"'No more losing,' Poilievre tells Carney in scathing letter ahead of PM's face-to-face with Trump","Conservative Leader Pierre Poilievre has penned a scathing letter to the prime minister ahead of his meeting with the U.S. president on Tuesday, saying Mark C...",cbc.ca,2025-10-06T13:00:00.000000Z
Promised immigration changes worry rural Manitoba businesses already struggling to fill jobs,Prime Minister Mark Carney has said he plans to reduce the number of temporary foreign workers and implement a more,cbc.ca,2025-10-06T11:00:00.000000Z
"Canada aims for steel tariff relief as Carney hopes to improve relationship with Trump, sources say",Partial relief from steel tariffs is the modest expectation of the Canadian delegation heading to the White House for Tuesday’s meeting between Prime Minister...,cbc.ca,2025-10-06T09:00:00.000000Z
"After exodus of major banks, Mark Carney-launched net-zero alliance shuts down",A global banking group that Prime Minister Mark Carney helped launch in 2021 to fight climate change has voted to shut down.,cbc.ca,2025-10-03T23:04:45.000000Z
Carney to return to Washington as Trump's tariffs hit sectors hard,The prime minister is expected to visit the White House on Tuesday to meet face-to-face with U.S. President Donald Trump as tariffs continue to pummel some Cana...,cbc.ca,2025-10-03T14:46:27.000000Z
Is Mark Carney going to get tied up in pipeline politics?,Alberta Premier Danielle Smith's preferred framing for the issue of a new pipline creates a challenge and a potential trap for Prime Minister Mark Carney.,cbc.ca,2025-10-02T20:21:03.000000Z
Former clerk of Privy Council John Hannaford to be Carney's special representative to the EU,"Prime Minister Mark Carney has created a new diplomatic position to the European Union in order to boost trade, economic security and the fight against climate ...",cbc.ca,2025-10-01T15:29:52.000000Z
Trump again floats Canada joining the U.S. as the 51st state,U.S. President Donald Trump said Tuesday he again told some unnamed Canadian official that the country should consider joining the U.S. as the 51st state — r...,cbc.ca,2025-09-30T16:49:52.000000Z
England a thorn in Canada's side as Red Roses win Women's Rugby World Cup final 33-13,"Canada dropped a heartbreaker to England in the Women's Rugby World Cup final at Twickenham's Allianz Stadium on Saturday, losing 33-13 after scoring first in t...",cbc.ca,2025-09-27T14:17:15.000000Z
At Issue | Liberal plan to save Canada Post sparks backlash,At Issue this week: Canada Post workers go back on strike after the Liberals unveil a plan to save it from its ‘existential crisis.’ The Conservatives call ...,cbc.ca,2025-09-26T01:44:31.000000Z
Carney government quietly dropped more U.S. counter-tariffs than advertised,"The federal government has quietly removed more counter-tariffs on American goods than initially advertised, according to an order-in-council published online.",cbc.ca,2025-09-25T18:51:49.000000Z
Carney heads to U.K. in search of investment and partners — as pressure mounts to show results,Prime Minister Mark Carney heads to the United Kingdom Thursday to attract investment and strengthen ties that he argues are key to securing Canada's future. Th...,cbc.ca,2025-09-25T09:00:00.000000Z
Carney sees possibilities for Canada at UN General Assembly,Prime Minister Mark Carney said Canada can find opportunities in crisis after attending this week's United Nations General Assembly in New York — where U.S. P...,cbc.ca,2025-09-24T23:21:02.000000Z
"With Anandasangaree and the tape, Carney faces his first political firestorm",The tale of Gary Anandasangaree and the tape probably now qualifies as the first political firestorm of Mark Carney's time as prime minister. So far he seems co...,cbc.ca,2025-09-24T22:47:33.000000Z
"RBC employee charged for allegedly accessing Carney, Trudeau's banking information",The RCMP has charged an Ottawa RBC employee after he allegedly accessed Prime Minister Mark Carney and former prime minister Justin Trudeau’s banking profiles...,cbc.ca,2025-09-24T16:57:52.000000Z
Carney says he will meet China's president 'at appropriate time' to talk trade,"Prime Minister Mark Carney on Tuesday said he's anticipating a meeting with Chinese President Xi Jinping as the two nations work to build a new, stable trade ...",cbc.ca,2025-09-24T01:42:57.000000Z
Carney says he has confidence in public safety minister after calls for his resignation,Prime Minister Mark Carney says he has confidence in his public safety minister despite the Conservatives calling for Gary Anandasangaree's resignation over a l...,cbc.ca,2025-09-24T00:57:55.000000Z
"During New York visit, Carney says Canada 'has what the world wants' at a critical time","Prime Minister Mark Carney pitched Canada as a reliable trading partner that ""has what the world wants"" before an international audience Monday in New York City...",cbc.ca,2025-09-23T01:05:06.000000Z
"Winnipeggers run for Palestine, as Carney announces Canada's recognition of Palestinian state","Hundreds ran in Winnipeg on Sunday to show support for Palestine, on the same day the Prime Minister announced that Canada will formally recognize a Palestinian...",cbc.ca,2025-09-22T13:40:39.000000Z
"Danielle Smith on Carney, Kirk and pipelines","Alberta Premier Danielle Smith on free speech after Charlie Kirk’s killing, the notwithstanding clause and trans youth laws, and her cautious optimism about t...",cbc.ca,2025-09-22T11:00:00.000000Z
St. John's protesters 'Draw the Line' against parts of Carney's agenda,"The Draw the Line rally protests against the Carney government's alignment with new fossil fuel projects, boost in military spending and expected public servic...",cbc.ca,2025-09-22T09:30:00.000000Z
Hundreds rally in Toronto to 'draw the line' against PM Carney agenda,"Rallies were held in Toronto, Ottawa and other cities across Canada Saturday afternoon to call on the new Liberal government to prioritize the climate, Indigeno...",cbc.ca,2025-09-20T22:36:55.000000Z
Canadians are taking a big step back from the U.S. — and here's the data to prove it,"In the weeks after U.S. President Donald Trump sparked a trade war with his punishing tariffs, Prime Minister Mark Carney said Canada’s",cbc.ca,2025-09-19T09:00:00.000000Z
"Canada, Mexico agree to deepen ties in face of Trump's turbulent 2nd term",Prime Minister Mark Carney and Mexican President Claudia Sheinbaum agreed to deepen ties between their two countries as both grapple with the uncertainty of a s...,cbc.ca,2025-09-19T00:23:08.000000Z
Former justice minister David Lametti named Canada's UN ambassador,Prime Minister Mark Carney has officially named David Lametti as Canada’s next ambassador to the United Nations.,cbc.ca,2025-09-18T20:15:06.000000Z
Carney heads to Mexico in search of an ally — and opportunities,Canada's relationship with Mexico took a hit last fall when some politicians responded to talk of tariffs from president-elect Donald Trump by suggesting that M...,cbc.ca,2025-09-18T09:00:00.000000Z
"Carney honours Ken Dryden, 'a national hero and a personal idol'","Prime Minister Mark Carney paid tribute to Ken Dryden in the House of Commons on Wednesday. Dryden, a six-time Stanley Cup-winning goalie with the Montreal Cana...",cbc.ca,2025-09-17T20:32:55.000000Z
Former justice minister David Lametti to leave Prime Minister's Office: sources,"Former Justice Minister David Lametti will be leaving his job as principal secretary to Prime Minister Mark Carney after just a couple of months on the job, sou...",cbc.ca,2025-09-17T20:14:47.000000Z
Ford calls on Carney to keep 100% tariff on Chinese electric vehicles,"Ontario Premier Doug Ford is calling on Canadian Prime Minister Mark Carney to maintain the 100 per cent tariff on Chinese electric vehicles, despite the canola...",cbc.ca,2025-09-17T19:02:16.000000Z
Ford believes Carney will designate Highway 401 tunnel as 'national interest' project,"Ontario Premier Doug Ford believes Prime Minister Mark Carney will back his idea for a tunnel under Highway 401 through the Greater Toronto Area, though it is u...",cbc.ca,2025-09-16T20:41:52.000000Z
Carney government to table first budget on Nov. 4,The Liberal government will table the federal budget — the first under Prime Minister Mark Carney — in early November.,cbc.ca,2025-09-16T19:53:25.000000Z
"Premier Scott Moe, canola industry leaders to meet with PM Mark Carney Tuesday",Prime Minister Mark Carney is set to meet with Saskatchewan Premier Scott Moe and canola industry leaders in Ottawa on Tuesday afternoon.,cbc.ca,2025-09-16T17:24:27.000000Z
"Carney and Poilievre exchange pleasantries, then resume an epic debate",Pierre Poilievre was back in his happy place. Mark Carney was back in the prime minister's seat. Between them lay 396 centimetres of green carpet and the future...,cbc.ca,2025-09-15T23:41:13.000000Z
"Carney, Poilievre come face-to-face for the first time in Parliament as new sitting starts",Prime Minister Mark Carney squared off with his Conservative counterpart for the first time in Parliament Monday as MPs returned for a new sitting with the deba...,cbc.ca,2025-09-15T21:29:55.000000Z
"Carney announces launch of new housing agency, earmarks funding for new projects","Prime Minister Mark Carney announced on Sunday the launch of Build Canada Homes, the federal government’s new agency that will oversee federal housing program...",cbc.ca,2025-09-14T19:59:28.000000Z
Prime Minister Mark Carney makes a housing announcement,"Prime Minister Mark Carney is expected to announce the launch of Build Canada Homes, which will oversee federal housing programs.",cbc.ca,2025-09-14T19:00:00.000000Z
"Carney, Poilievre square off for first question period as House of Commons returns",,cbc.ca,2025-09-14T09:01:00.000000Z
"Carney wants to fast-track LNG expansion in B.C., but can Canadian natural gas compete globally?","Canada's move to double down on liquified natural gas on the West Coast not only puts B.C. and Canada’s climate goals into jeopardy, but according to energy a...",cbc.ca,2025-09-13T09:00:00.000000Z
Carney says there's been a 'rupture.' What's he going to do about it this fall?,"Even while Mark Carney has been accused of lowering his elbows in regards to American tariffs, he continues to frame the larger challenge facing this country in...",cbc.ca,2025-09-13T09:00:00.000000Z
Carney picked 2 'nation-building' resource projects to fast-track in B.C. What are they?,"Both of the B.C. projects, LNG Canada Phase 2 and the Red Chris copper and gold mine, will include expanding existing facilities.",cbc.ca,2025-09-13T06:46:17.000000Z
More than 200 musicians demand Carney move away from fossil fuels,"'Canada is burning' reads the campaign's letter, signed by Sarah Harmer, Luna Li, Cris Derksen, the Weather Station and more.",cbc.ca,2025-09-12T14:10:11.000000Z
Carney touted Bay du Nord for its low-carbon oil. This researcher says there's no such thing,"Prime Minister Mark Carney's visit to St. John's this week came with excitement for Newfoundland and Labrador megaprojects like the Bay du Nord project, but thi...",cbc.ca,2025-09-12T09:30:00.000000Z
"Carney government introducing bill to protect people entering religious, cultural buildings",Prime Minister Mark Carney's government is expected to introduce legislation as early as Tuesday to crack down on people willfully intimidating and obstructing ...,cbc.ca,2025-09-12T09:00:00.000000Z
Carney wants to fast-track the Port of Montreal expansion. Here's what's at stake,The Port of Montreal's expansion is among five high-priority infrastructure projects Prime Minister Mark Carney has targeted to fast-track via the newly creat...,cbc.ca,2025-09-12T09:00:00.000000Z
Sask. copper mine one of 5 projects Carney recommending for approval,Mark Carney has unveiled his top five major projects that he says will reshape Canada. A mine in northern Saskatchewan is one of them.,cbc.ca,2025-09-12T09:00:00.000000Z
Premiers express optimism over Carney’s nation-building projects,"Prime Minister Mark Carney has announced his first batch of major projects, after spending the summer reviewing pitches from Canada’s premiers. Nova Scotia Pr...",cbc.ca,2025-09-11T23:43:57.000000Z
Northern premiers throw support behind feds' major projects list,Prime Minister Mark Carney unveiled a list of five “nation-building” projects Thursday morning that he says his government is prioritizing. While no norther...,cbc.ca,2025-09-11T21:49:53.000000Z
"Federal government will work out more pharmacare deals, Carney says","Prime Minister Mark Carney says his government is committed to signing pharmacare deals with all provinces and territories, ending months of speculation about t...",cbc.ca,2025-09-11T20:16:14.000000Z
Carney appoints 11 members to Major Project Office's Indigenous Advisory Council,"Prime Minister Mark Carney announced the 11 members of the Indigenous Advisory Council, to advise the Major Projects Office, on Wednesday.",cbc.ca,2025-09-11T17:59:01.000000Z
"Carney recommending 5 'nation-building projects' for approval, including LNG expansion: sources",Prime Minister Mark Carney is set to unveil several “nation-building” projects Thursday morning that his government has identified as part of a promise to b...,cbc.ca,2025-09-10T23:43:55.000000Z
POV: Running a race with Mark Carney,Agnes Jung tells CBC’s The National about The Moment she was surprised to see Prime Minister Mark Carney running the Haliburton Forest Trail Race in Ontario.,cbc.ca,2025-09-10T20:50:41.000000Z
"Carney says diversifying trade relationships with Europe, Asia among key fall objectives","Prime Minister Mark Carney says the federal government will launch a new trade diversification strategy this fall to ""strengthen existing relationships and open...",cbc.ca,2025-09-10T19:18:31.000000Z
Carney addresses caucus ahead of Parliament’s return,"Prime Minister Mark Carney is meeting with Liberal MPs in Edmonton, setting the table for the return of Parliament next week.",cbc.ca,2025-09-10T16:00:00.000000Z
Alberta premier expected to meet Prime Minister Mark Carney in Alberta's capital,Alberta Premier Danielle Smith is expected to reiterate her policy demands face-to-face with Prime Minister Mark Carney Wednesday while he's in Edmonton to meet...,cbc.ca,2025-09-10T14:41:12.000000Z
Politics! Carney government ramps up,"With economic worries mounting for Canadians, the pressure is on for Prime Minister Mark Carney to deliver on relief. With Parliament set to return next week, c...",cbc.ca,2025-09-10T13:00:00.000000Z
No oil pipeline on the list of projects of national interest,"As the Carney government prepares to announce the first projects of national interest it has selected, Radio-Canada has learned that no oil pipeline is on the c...",cbc.ca,2025-09-10T12:57:11.000000Z
"Israel's strike in Qatar an 'intolerable expansion of violence,' Carney says",Prime Minister Mark Carney condemned Israel’s strike on the headquarters of Hamas political leaders in Qatar on Tuesday.,cbc.ca,2025-09-09T20:51:42.000000Z
'Positive energy' is back after PM Mark Carney talks megaprojects in N.L.,Prime Minister Mark Carney’s visit to St. John’s was about more than tariffs. He also discussed two energy megaprojects in a private meeting with Premier Jo...,cbc.ca,2025-09-09T14:56:37.000000Z
"Carney and Smith want a new pipeline. So far, no company has stepped up to build it","For all the talk of whether Canada needs a new oil pipeline, there’s one thing missing: a company wanting to build it.",cbc.ca,2025-09-09T09:00:00.000000Z
Liberals huddle in Edmonton with Parliament set to return next week,Prime Minister Mark Carney and his Liberal caucus are meeting in Edmonton this week to map out their plans for the fall sitting before Parliament returns.,cbc.ca,2025-09-09T09:00:00.000000Z
#TheMoment Mark Carney surprised a volunteer at an Ontario race,Agnes Jung tells The National about the moment she ran alongside Prime Minister Mark Carney when he appeared at the Haliburton Forest Trail Race in Ontario.,cbc.ca,2025-09-09T03:11:31.000000Z
"Carney eager to see Churchill Falls, Bay du Nord developed, Hogan says",Newfoundland and Labrador Premier John Hogan says Prime Minister Mark Carney is well aware of the potential of two energy megaprojects being undertaken in the p...,cbc.ca,2025-09-08T23:23:57.000000Z
Carney government noncommittal about Canada meeting 2030 climate goals,"Prime Minister Mark Carney would not say Monday whether Canada will meet its climate goals under the Paris agreement by 2030, as his government faces criticism ...",cbc.ca,2025-09-08T20:52:24.000000Z
Carney announces $80M tariff relief fund for Atlantic Canada businesses,Prime Minister Mark Carney announced an $80-million tariff relief fund on Monday geared to support small- and medium-sized business in Atlantic Canada. The...,cbc.ca,2025-09-08T19:43:56.000000Z
Carney makes announcement in Newfoundland,"Prime Minister Mark Carney is making an announcement Monday, alongside Newfoundland and Labrador Premier John Hogan, about regional tariff relief in Atlantic Ca...",cbc.ca,2025-09-08T16:45:00.000000Z
Carney to make tariff relief announcement in St. John's,Prime Minister Mark Carney is in St. John's on Monday to make an announcement regarding regional tariff relief for Atlantic Canada.,cbc.ca,2025-09-08T13:17:04.000000Z
"Carney's $370M canola incentives are missing the mark, says industry group president",The president of the Canola Council of Canada says new supports announced this week by Prime Minister Mark Carney are missing the mark on what the industry need...,cbc.ca,2025-09-07T18:03:10.000000Z
Carney pledges $370M in incentives for canola sector in wake of Chinese tariff,"The federal government said Friday that a new biofuel production incentive is meant to address ""immediate competitiveness challenges"" after China hit Canadian c...",cbc.ca,2025-09-05T22:13:26.000000Z
"Carney unveils billions in funding, Buy Canada policy to combat Trump's tariffs",Prime Minister Mark Carney rolled out a series of measures on Friday that he says will transform Canada’s economy into a force that can withstand the trade sh...,cbc.ca,2025-09-05T16:14:43.000000Z
"Carney to pause EV mandate, trigger a review: sources","Prime Minister Mark Carney is delaying a plan to force automakers to hit minimum sales levels for electric vehicles next year, according to sources knowledgeab...",cbc.ca,2025-09-05T15:12:41.000000Z
Liberal MPs form environmental caucus as some want stronger climate focus from Carney,"As Liberal MPs prepare for a national caucus meeting in Edmonton next week, some are aiming to bring climate change to the forefront of the political agenda by ...",cbc.ca,2025-09-05T09:00:00.000000Z
Carney doesn't expect immediate tariff relief after 'good conversation' with Trump,"Prime Minister Mark Carney says he spoke to U.S. President Donald Trump on Monday, but suggested it's unlikely American tariffs, which are still causing economi...",cbc.ca,2025-09-03T16:53:26.000000Z
Carney meets with cabinet amid an unresolved trade war and looming budget,"With Donald Trump’s trade war unresolved, the prime minister is sitting down with his cabinet to chart out the government’s fall plan as Mark Carney prepare...",cbc.ca,2025-09-03T09:00:00.000000Z
"70 leading Canadians, civil society groups ask Carney to protect Canada's 'digital sovereignty'","Dozens of experts, academics and organizations have released an open letter urging Prime Minister Mark Carney to swiftly",cbc.ca,2025-09-02T20:19:13.000000Z
Carney appoints interim budget watchdog as current officer's term ends,Prime Minister Mark Carney has appointed Jason Jacques to a six-month term as the interim parliamentary budget officer.,cbc.ca,2025-09-02T20:00:55.000000Z
Chair of board for Trans Mountain to lead new Calgary-based federal Major Projects Office,"Dawn Farrell, the chair of the board of directors of the Trans Mountain Corporation has been named the CEO of the Liberal government's Major Projects Office, P...",cbc.ca,2025-08-29T16:22:17.000000Z
"Green banking alliance Carney helped create pauses activities, holds vote on its future",An international green banking alliance that Prime Minister Mark Carney helped establish is now suspending its activities and holding a vote to determine its fu...,cbc.ca,2025-08-28T17:43:29.000000Z
Prime minister backs plans to redevelop northern Manitoba's Port of Churchill,"A list of upcoming federal government projects could include new port infrastructure in Churchill, Man., Prime Minister Mark Carney said Tuesday.",cbc.ca,2025-08-27T00:01:08.000000Z
Carney extends Canadian military mission in Latvia to 2029,"Prime Minister Mark Carney has announced that Canada will keep troops in Latvia through to 2029, as part of a mission to deter Russian aggression in Europe that...",cbc.ca,2025-08-26T20:50:50.000000Z
Poilievre’s back. Now what? | About That,Pierre Poilievre is heading back to Ottawa as Opposition leader following his byelection win. Anand Ram explains the path ahead for the Conservative leader as h...,cbc.ca,2025-08-26T19:09:08.000000Z
Carney's Germany visit includes shipyard tour as Canada shops for new fleet of subs,Prime Minister Mark Carney will meet German Chancellor Friedrich Merz Tuesday and is slated to participate in a business roundtable with the goal of diversifyin...,cbc.ca,2025-08-26T09:00:00.000000Z
Ottawa says Israel is 'failing' in its obligation to prevent famine in Gaza,"The Carney government is endorsing a UN-backed finding that famine is occurring in Gaza, and is urging Israel to stop ramping up its campaign in the Palestinian...",cbc.ca,2025-08-25T17:48:47.000000Z
Ottawa business owners optimistic as Canada drops most retaliatory tariffs,Business owners in the nation's capital are reacting with guarded optimism after Prime Minister Mark Carney announced he plans to drop most of Canada's retaliat...,cbc.ca,2025-08-24T18:32:00.000000Z
"Carney's trip to Europe aims to encourage trade, defence and energy co-operation",Economic and security ties are front and centre as Prime Minister Mark Carney meets allies over the next few days in eastern and central Europe.,cbc.ca,2025-08-23T20:01:00.000000Z
"Carney to meet with Zelenskyy in Ukraine to discuss military aid, security guarantees",Prime Minister Mark Carney arrived in Kyiv on Sunday for his first official visit to the war-torn country where the prospects for peace appear as distant as eve...,cbc.ca,2025-08-23T20:01:00.000000Z
The Russia-Ukraine war: Where it stands and where it might be going,"Canadian Prime Minister Mark Carney is getting his first up-close look at the Russia-Ukraine war, with his visit to Kyiv coming at a watershed time in the confl...",cbc.ca,2025-08-23T20:01:00.000000Z
B.C. jobs minister surprised at Ottawa's move to drop retaliatory tariffs against U.S.,Prime Minister Mark Carney said Friday that removing some retaliatory tariffs is the best approach for Canada at this stage in the trade war. B.C.'s jobs minist...,cbc.ca,2025-08-22T21:51:07.000000Z
Carney says he will travel to Germany next week to deepen ties,Prime Minister Mark Carney will soon travel to Europe in a bid to deepen economic and security ties with Germany.,cbc.ca,2025-08-22T19:55:13.000000Z
What U.S. goods will no longer be subject to Canadian tariffs?,Prime Minister Mark Carney announced Friday Canada will be removing retaliatory tariffs on most U.S. goods starting next month. Here’s a list of U.S. goods th...,cbc.ca,2025-08-22T19:35:06.000000Z
Carney announces removal of retaliatory tariffs on CUSMA-compliant U.S. goods,,cbc.ca,2025-08-22T16:17:56.000000Z
Carney and Trump speak for the first time since blowing past trade deal deadline,Prime Minister Mark Carney spoke to his U.S. counterpart by phone Thursday — the first time the leaders have spoken since the two sides failed to reach a deal...,cbc.ca,2025-08-21T19:57:02.000000Z
Are gas vehicles really being banned in Canada? Let’s fact check that,"Is  Prime Minister Mark Carney really  planning to ban gas vehicles? It's something Conservative leader Pierre Poilievre has said numerous times, most recently ...",cbc.ca,2025-08-20T12:00:00.000000Z
